passage_date,company,day_of_week,month,year,predicted_hour
2025-02-09 00:00:00,AM,6,2,2025,12.164523809523809
2025-02-10 00:00:00,AM,0,2,2025,9.002051726051723
2025-02-11 00:00:00,AM,1,2,2025,11.255719336219334
2025-02-09 00:00:00,AM,6,2,2025,12.164523809523809
2025-02-10 00:00:00,AM,0,2,2025,9.002051726051723
2025-02-11 00:00:00,AM,1,2,2025,11.255719336219334
